Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Конопля,Святослава,Олександрівна,Жінка,1995-07-21,Етнограф,місто Помічна,"провулок Ветеранів праці, буд. 715, Подільськ, 65509",523-52-70,zabararostyslav@example.org
Дашенко,Яків,Миколайович,Чоловік,1939-12-07,Прокурор,хутір Моршин,"парк Лінія 41-ша, буд. 93 кв. 49, Тисмениця, 41137",+380 28 387-30-91,adatsiuk@example.org
Ґереґа,Олена,Богданівна,Жінка,1953-07-24,Державний службовець,селище Миронівка,"набережна Слобідський узвіз, буд. 0, Моспине, 55828",+380 55 989-82-03,jdanylenko@example.org
Малишко,Хома,Богданович,Чоловік,1981-10-04,Музикант,місто Ківерці,"проспект Поштовий, буд. 537 кв. 88, Луганськ, 01499",+380 61 591-72-46,amaliiavakhnii@example.com
Ґоляш,Богодар,Юрійович,Чоловік,1987-05-12,Письменник,місто Шумськ,"парк Грецька, буд. 53 кв. 20, Тиврів, 65229",+380 97 103-63-25,nazarvlokh@example.com
Каденюк,Соломон,Миколайович,Чоловік,1940-10-03,Бібліограф,село Підгайці,"узвіз Щіпний, буд. 34, Середина-Буда, 56090",824 30 46,zandriishyn@example.net
Шутько,Оксана,Володимирівна,Жінка,2006-06-04,Електромонтажник,місто Бровари,"сквер Польський узвіз, буд. 187 кв. 804, Ворожба, 71214",+380 62 021-18-80,zbazylevych@example.com
Данчук,Омелян,Олександрович,Чоловік,1944-09-18,Прокурор,село Гуляйполе,"провулок Кладовищний, буд. 75 кв. 79, Куп'янськ, 82060",597-29-56,orysialukash@example.net
Єфименко,Григорій,Сергійович,Чоловік,1959-06-03,Підприємець,селище Глобине,"площа Бібліотечна, буд. 57 кв. 28, Переяслав, 24039",047-43-91,zhaivoronvasylyna@example.com
Гайдамака,Ярослава,Петрівна,Жінка,1990-04-25,Паблік рилейшнз,селище Здолбунів,"набережна 7-ма Суворовська, буд. 793 кв. 6, Привілля, 76421",+380 64 425-94-46,demian75@example.net
Кириленко,Віталій,Петрович,Чоловік,1982-11-23,Електромонтажник,село Новий Розділ,"сквер Депутатський, буд. 4, Білгород-Дністровський, 21495",+380 (96) 264-40-04,iakiv55@example.org
Єфименко,Марʼяна,Сергіївна,Жінка,2004-01-28,Музичний редактор,місто Хмельницький,"набережна Пересипська 10-та, буд. 6 кв. 97, Тлумач, 23120",818-81-44,shynkarenkodmytro@example.net
Чміль,Надія,Андріївна,Жінка,1991-12-10,Програміст,хутір Полтава,"узвіз Шкодова гора, буд. 2 кв. 26, Богуслав, 47407",+380 88 552-68-36,yvermenych@example.com
Батуринець,Софія,Андріївна,Жінка,1993-05-20,Шериф,місто Березань ,"сквер Одеський, буд. 91, Хрестівка, 89225",082 263 17 04,davyd40@example.net
Юрченко,Аарон,Сергійович,Чоловік,1975-02-25,Прокурор,місто Заліщики,"вулиця 17-та Лінія 6-й ст. Люстдорфської дороги, буд. 14, Зоринськ, 26555",180-48-85,smasokha@example.net
Каденюк,Марʼяна,Іванівна,Жінка,1959-07-03,Конструктор,місто Хотин,"проспект Вернидуба, буд. 763, Жданівка, 59026",+380 61 852 51 99,pylypbalaban@example.org
Бабко,Сергій,Богданович,Чоловік,2003-07-05,Лікар,село Новодністровськ,"парк Братів Поджіо, буд. 6, Баштанка, 84904",099 881-57-26,amaliia98@example.org
Корпанюк,Святослава,Андріївна,Жінка,1983-07-26,Стиліст,місто Кам'янець-Подільський,"шосе Андросовський, буд. 4 кв. 171, Деражня, 65411",468 33 67,bohuslava60@example.org
Франчук,Тарас,Петрович,Чоловік,1987-04-12,Кур'єр,село Мар'їнка,"площа Віри Інбер, буд. 278 кв. 1, Сватове, 96185",+380 08 084 28 22,pnehoda@example.com
Примаченко,Юстим,Юрійович,Чоловік,1974-05-17,Євнух,село Бурштин ,"шосе ім. С.Ю. Вітте, буд. 0 кв. 0, Олешки, 57392",+380 16 190 64 51,sofiia14@example.net
Червоненко,Альбіна,Олександрівна,Жінка,1997-02-11,Бібліотекар,місто Бершадь,"сквер Артилерійська, буд. 30, Камінь-Каширський, 44390",715 03 72,amaliiashvaika@example.com
Рак,Семен,Андрійович,Чоловік,2004-07-30,Гірничий інженер,селище Нова Каховка,"провулок 7-ма Лінія 6-й ст. Люстдорфської дороги, буд. 91 кв. 95, Молодогвардійськ, 41612",088 850-94-29,ievhen71@example.net
Оробець,Наталія,Володимирівна,Жінка,1994-06-27,Футболіст,місто Кипуче,"проспект Лавкова, буд. 979, Виноградів, 62123",+380 10 718 59 48,holykzlatoslava@example.com
Корбут,Еріка,Іванівна,Жінка,1979-02-01,Стиліст,селище Середина-Буда,"сквер Лінія 43-тя, буд. 2, Комарно, 73863",094 263 51 99,makar07@example.org
Теліженко,Мирон,Богданович,Чоловік,1949-10-15,Математик,місто Лубни,"парк Десятого квітня, буд. 52 кв. 06, Нікополь, 77436",284-71-43,teodor22@example.com
Єрошенко,Анжела,Михайлівна,Жінка,1995-10-07,Кушнір,село Павлоград,"шосе Шолохова, буд. 28, Фастів, 02703",+380 (68) 073-16-25,iaremapanas@example.net
Євтушенко,Мілена,Михайлівна,Жінка,1997-06-07,Ді-джей,селище Вашківці,"набережна Чорноморський 12-й, буд. 6, Бориспіль, 02965",067 739-49-91,hzabila@example.org
Петлюра,Любов,Андріївна,Жінка,1989-05-05,Сценарист,село Сніжне,"сквер Мигдальна, буд. 861, Фастів, 86444",+380 55 876-86-05,daronets@example.net
Бабій,Богуслав,Андрійович,Чоловік,1993-11-20,Музикант,місто Яворів,"набережна Волоколамська, буд. 8 кв. 6, Білицьке, 09093",+380 12 813-55-84,pryimakveniiamyn@example.net
Воблий,Климент,Володимирович,Чоловік,1942-12-22,Будник,село Жмеринка,"провулок Уральська, буд. 513, Помічна, 72269",+380 05 470-50-08,priska03@example.net
Іващенко,Еріка,Петрівна,Жінка,1951-06-16,Модель,селище Керч,"сквер Чехова, буд. 92 кв. 78, Самбір, 44735",+380 84 986-81-10,makarhres@example.com
Ажажа,Пріска,Андріївна,Жінка,2002-07-01,Дизайнер,селище Шаргород,"парк Єнісейська, буд. 5 кв. 8, Новомиргород, 94852",035 729-55-14,zhuchenkoolena@example.org
Байдак,Емілія,Володимирівна,Жінка,2001-08-06,Психолог,селище Теплодар,"набережна Флотський 3-й, буд. 5, Вуглегірськ, 68928",761-18-43,roksolanaavramchuk@example.com
Павленко,Максим,Богданович,Чоловік,1981-08-05,Історик,хутір Старий Самбір,"сквер Старобазарний, буд. 07, Покров, 85958",+380 54 603 37 45,iaremakonoplia@example.org
Бабʼяк,Володимира,Юріївна,Жінка,1942-12-02,Музичний редактор,село Бахмут,"шосе Рачкова, буд. 42, Тлумач, 58284",884 86 02,lshevchenko@example.net
Усик,Макар,Юрійович,Чоловік,1967-01-19,Конструктор,хутір Хоростків,"сквер 14-та Суворовська, буд. 15 кв. 7, Біла Церква, 03346",060 697 73 38,dziubatrokhym@example.net
Фоменко,Варфоломій,Сергійович,Чоловік,1975-05-17,Соціолог,селище Луцьк,"провулок Дворянська, буд. 5, Вугледар, 86796",228 65 47,yvdovychenko@example.org
Верменич,Ярослав,Юрійович,Чоловік,2004-12-17,Фольклорист,хутір Берислав,"набережна Тимірязєва 4-й, буд. 49 кв. 83, Жданівка, 79479",236 97 89,tsymbaliukvolodymyr@example.org
Христенко,Вадим,Миколайович,Чоловік,1983-01-06,Лікар,село Кам'янка-Дніпровська,"площа Стороженка Олега, буд. 7 кв. 0, Знам'янка, 78807",023 010 91 56,olifirenkodanylo@example.org
Дейнека,Руслан,Юрійович,Чоловік,1960-08-23,Фермер,місто Горішні Плавні,"сквер Василя Кандинського 1-й, буд. 24 кв. 6, Судова Вишня, 85943",+380 (03) 228-58-42,milenakolesnychenko@example.net
